#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 6 (Sou Matome N2) — Japanese vocabulary: Kanji/Vocabulary/Reading words
<div class="front-main">畳む</div><div class="front-example-sentence-1">洗濯物をきれいに畳んだ。</div>	<div class="back-main-reading">たたむ</div><div class="back-main-english">Fold</div><div class="back-example-sentence-1-reading">せんたくものをきれいにたたんだ。</div><div class="back-example-sentence-1-english">I folded the laundry neatly.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">欧米</div><div class="front-example-sentence-1">欧米の文化に興味がある。</div>	<div class="back-main-reading">おうべい</div><div class="back-main-english">Europe and America/the West</div><div class="back-example-sentence-1-reading">おうべいのぶんかにきょうみがある。</div><div class="back-example-sentence-1-english">I'm interested in Western culture.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">新米</div><div class="front-example-sentence-1">彼はまだ新米の社員だ。</div>	<div class="back-main-reading">しんまい</div><div class="back-main-english">New rice/new face</div><div class="back-example-sentence-1-reading">かれはまだしんまいのしゃいんだ。</div><div class="back-example-sentence-1-english">He's still a new/inexperienced employee.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">平米</div><div class="front-example-sentence-1">この部屋は50平米ある。</div>	<div class="back-main-reading">へいべい</div><div class="back-main-english">Square meters</div><div class="back-example-sentence-1-reading">このへやは50へいべいある。</div><div class="back-example-sentence-1-english">This room is 50 square meters.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">米</div><div class="front-example-sentence-1">日本人は米をよく食べる。</div>	<div class="back-main-reading">こめ</div><div class="back-main-english">Rice</div><div class="back-example-sentence-1-reading">にほんじんはこめをよくたべる。</div><div class="back-example-sentence-1-english">Japanese people eat a lot of rice.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">解説</div><div class="front-example-sentence-1">専門家がニュースを解説した。</div>	<div class="back-main-reading">かいせつ</div><div class="back-main-english">An explanation</div><div class="back-example-sentence-1-reading">せんもんかがニュースをかいせつした。</div><div class="back-example-sentence-1-english">An expert explained the news.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">解放</div><div class="front-example-sentence-1">人質が解放された。</div>	<div class="back-main-reading">かいほう</div><div class="back-main-english">A release</div><div class="back-example-sentence-1-reading">ひとじちがかいほうされた。</div><div class="back-example-sentence-1-english">The hostage was released.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">解約</div><div class="front-example-sentence-1">携帯電話の契約を解約した。</div>	<div class="back-main-reading">かいやく</div><div class="back-main-english">A cancellation (of a contract)</div><div class="back-example-sentence-1-reading">けいたいでんわのけいやくをかいやくした。</div><div class="back-example-sentence-1-english">I cancelled my phone contract.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">解決</div><div class="front-example-sentence-1">問題が無事に解決した。</div>	<div class="back-main-reading">かいけつ</div><div class="back-main-english">A solution</div><div class="back-example-sentence-1-reading">もんだいがぶじにかいけつした。</div><div class="back-example-sentence-1-english">The problem was successfully resolved.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">解散</div><div class="front-example-sentence-1">会議は3時に解散した。</div>	<div class="back-main-reading">かいさん</div><div class="back-main-english">Dissolution</div><div class="back-example-sentence-1-reading">かいぎは3じにかいさんした。</div><div class="back-example-sentence-1-english">The meeting broke up at 3 o'clock.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">解く</div><div class="front-example-sentence-1">難しい数学の問題を解いた。</div>	<div class="back-main-reading">とく</div><div class="back-main-english">Solve/untie</div><div class="back-example-sentence-1-reading">むずかしいすうがくのもんだいをといた。</div><div class="back-example-sentence-1-english">I solved a difficult math problem.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">この辺</div><div class="front-example-sentence-1">この辺にコンビニはありますか。</div>	<div class="back-main-reading">このへん</div><div class="back-main-english">Around here</div><div class="back-example-sentence-1-reading">このへんにコンビニはありますか。</div><div class="back-example-sentence-1-english">Is there a convenience store around here?</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">辺り</div><div class="front-example-sentence-1">辺りは静かだった。</div>	<div class="back-main-reading">あたり</div><div class="back-main-english">Around</div><div class="back-example-sentence-1-reading">あたりはしずかだった。</div><div class="back-example-sentence-1-english">The area around was quiet.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">周辺</div><div class="front-example-sentence-1">駅の周辺にお店が多い。</div>	<div class="back-main-reading">しゅうへん</div><div class="back-main-english">Vicinity</div><div class="back-example-sentence-1-reading">えきのしゅうへんにおみせがおおい。</div><div class="back-example-sentence-1-english">There are many shops around the station.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">海辺</div><div class="front-example-sentence-1">海辺を散歩した。</div>	<div class="back-main-reading">うみべ</div><div class="back-main-english">A beach</div><div class="back-example-sentence-1-reading">うみべをさんぽした。</div><div class="back-example-sentence-1-english">I took a walk along the beach.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">診察</div><div class="front-example-sentence-1">病院で診察を受けた。</div>	<div class="back-main-reading">しんさつ</div><div class="back-main-english">A medical consultation</div><div class="back-example-sentence-1-reading">びょういんでしんさつをうけた。</div><div class="back-example-sentence-1-english">I had a medical checkup at the hospital.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">役所</div><div class="front-example-sentence-1">役所に書類を提出した。</div>	<div class="back-main-reading">やくしょ</div><div class="back-main-english">A government office</div><div class="back-example-sentence-1-reading">やくしょにしょるいをていしゅつした。</div><div class="back-example-sentence-1-english">I submitted documents to the government office.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">役者</div><div class="front-example-sentence-1">彼は有名な役者だ。</div>	<div class="back-main-reading">やくしゃ</div><div class="back-main-english">An actor</div><div class="back-example-sentence-1-reading">かれはゆうめいなやくしゃだ。</div><div class="back-example-sentence-1-english">He is a famous actor.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">役目</div><div class="front-example-sentence-1">司会の役目を任された。</div>	<div class="back-main-reading">やくめ</div><div class="back-main-english">A role/duty</div><div class="back-example-sentence-1-reading">しかいのやくめをまかされた。</div><div class="back-example-sentence-1-english">I was entrusted with the role of MC.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">現役</div><div class="front-example-sentence-1">彼は現役の選手だ。</div>	<div class="back-main-reading">げんえき</div><div class="back-main-english">Active service</div><div class="back-example-sentence-1-reading">かれはげんえきのせんしゅだ。</div><div class="back-example-sentence-1-english">He is an active player.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">美人</div><div class="front-example-sentence-1">彼女は近所で有名な美人だ。</div>	<div class="back-main-reading">びじん</div><div class="back-main-english">A beautiful woman</div><div class="back-example-sentence-1-reading">かのじょはきんじょでゆうめいなびじんだ。</div><div class="back-example-sentence-1-english">She's known as the beauty in the neighborhood.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">美しい</div><div class="front-example-sentence-1">夕焼けがとても美しかった。</div>	<div class="back-main-reading">うつくしい</div><div class="back-main-english">Beautiful</div><div class="back-example-sentence-1-reading">ゆうやけがとてもうつくしかった。</div><div class="back-example-sentence-1-english">The sunset was very beautiful.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">美容</div><div class="front-example-sentence-1">美容のために野菜をたくさん食べる。</div>	<div class="back-main-reading">びよう</div><div class="back-main-english">Beauty treatment</div><div class="back-example-sentence-1-reading">びようのためにやさいをたくさんたべる。</div><div class="back-example-sentence-1-english">I eat a lot of vegetables for beauty's sake.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">手術</div><div class="front-example-sentence-1">母は先週手術を受けた。</div>	<div class="back-main-reading">しゅじゅつ</div><div class="back-main-english">Surgery/operation</div><div class="back-example-sentence-1-reading">はははせんしゅうしゅじゅつをうけた。</div><div class="back-example-sentence-1-english">My mother had surgery last week.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">技術</div><div class="front-example-sentence-1">日本の技術は世界的に有名だ。</div>	<div class="back-main-reading">ぎじゅつ</div><div class="back-main-english">Technique/technology</div><div class="back-example-sentence-1-reading">にほんのぎじゅつはせかいてきにゆうめいだ。</div><div class="back-example-sentence-1-english">Japanese technology is world-famous.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">芸術</div><div class="front-example-sentence-1">彼は芸術に深い関心を持っている。</div>	<div class="back-main-reading">げいじゅつ</div><div class="back-main-english">Art</div><div class="back-example-sentence-1-reading">かれはげいじゅつにふかいかんしんをもっている。</div><div class="back-example-sentence-1-english">He has a deep interest in art.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">坂</div><div class="front-example-sentence-1">この坂を上ると学校がある。</div>	<div class="back-main-reading">さか</div><div class="back-main-english">Hill/slope</div><div class="back-example-sentence-1-reading">このさかをのぼるとがっこうがある。</div><div class="back-example-sentence-1-english">The school is up this hill.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">寺</div><div class="front-example-sentence-1">京都には古い寺がたくさんある。</div>	<div class="back-main-reading">てら</div><div class="back-main-english">A temple</div><div class="back-example-sentence-1-reading">きょうとにはふるいてらがたくさんある。</div><div class="back-example-sentence-1-english">There are many old temples in Kyoto.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">寺院</div><div class="front-example-sentence-1">その寺院は国宝に指定されている。</div>	<div class="back-main-reading">じいん</div><div class="back-main-english">A temple/an abbey</div><div class="back-example-sentence-1-reading">そのじいんはこくほうにしていされている。</div><div class="back-example-sentence-1-english">That temple is designated a national treasure.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">湾</div><div class="front-example-sentence-1">船は湾の中に停泊している。</div>	<div class="back-main-reading">わん</div><div class="back-main-english">A bay</div><div class="back-example-sentence-1-reading">ふねはわんのなかにていはくしている。</div><div class="back-example-sentence-1-english">The ship is anchored in the bay.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">島</div><div class="front-example-sentence-1">小さな島に旅行に行った。</div>	<div class="back-main-reading">しま</div><div class="back-main-english">An island</div><div class="back-example-sentence-1-reading">ちいさなしまにりょこうにいった。</div><div class="back-example-sentence-1-english">I went on a trip to a small island.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">海岸</div><div class="front-example-sentence-1">海岸を散歩した。</div>	<div class="back-main-reading">かいがん</div><div class="back-main-english">A seashore</div><div class="back-example-sentence-1-reading">かいがんをさんぽした。</div><div class="back-example-sentence-1-english">I walked along the coast.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">岸</div><div class="front-example-sentence-1">船が岸に着いた。</div>	<div class="back-main-reading">きし</div><div class="back-main-english">A shore/bank</div><div class="back-example-sentence-1-reading">ふねがきしについた。</div><div class="back-example-sentence-1-english">The boat arrived at the shore.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">湾岸</div><div class="front-example-sentence-1">湾岸沿いに道路がある。</div>	<div class="back-main-reading">わんがん</div><div class="back-main-english">A gulf/the coast along a bay</div><div class="back-example-sentence-1-reading">わんがんぞいにどうろがある。</div><div class="back-example-sentence-1-english">There's a road along the bay coast.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">川岸</div><div class="front-example-sentence-1">川岸で釣りをした。</div>	<div class="back-main-reading">かわぎし</div><div class="back-main-english">A riverbank</div><div class="back-example-sentence-1-reading">かわぎしでつりをした。</div><div class="back-example-sentence-1-english">I fished on the riverbank.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">公園</div><div class="front-example-sentence-1">公園で子どもたちが遊んでいる。</div>	<div class="back-main-reading">こうえん</div><div class="back-main-english">A park</div><div class="back-example-sentence-1-reading">こうえんでこどもたちがあそんでいる。</div><div class="back-example-sentence-1-english">Children are playing in the park.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">遊園地</div><div class="front-example-sentence-1">週末に遊園地に行った。</div>	<div class="back-main-reading">ゆうえんち</div><div class="back-main-english">An amusement park</div><div class="back-example-sentence-1-reading">しゅうまつにゆうえんちにいった。</div><div class="back-example-sentence-1-english">I went to an amusement park on the weekend.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">動物園</div><div class="front-example-sentence-1">動物園でパンダを見た。</div>	<div class="back-main-reading">どうぶつえん</div><div class="back-main-english">A zoo</div><div class="back-example-sentence-1-reading">どうぶつえんでパンダをみた。</div><div class="back-example-sentence-1-english">I saw a panda at the zoo.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">湖</div><div class="front-example-sentence-1">湖のほとりでキャンプをした。</div>	<div class="back-main-reading">みずうみ</div><div class="back-main-english">A lake</div><div class="back-example-sentence-1-reading">みずうみのほとりでキャンプをした。</div><div class="back-example-sentence-1-english">I camped by the lake.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">城</div><div class="front-example-sentence-1">この城は500年前に建てられた。</div>	<div class="back-main-reading">しろ</div><div class="back-main-english">A castle</div><div class="back-example-sentence-1-reading">このしろは500ねんまえにたてられた。</div><div class="back-example-sentence-1-english">This castle was built 500 years ago.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">渓谷</div><div class="front-example-sentence-1">美しい渓谷を訪れた。</div>	<div class="back-main-reading">けいこく</div><div class="back-main-english">A gorge/ravine</div><div class="back-example-sentence-1-reading">うつくしいけいこくをおとずれた。</div><div class="back-example-sentence-1-english">I visited a beautiful gorge.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">谷間</div><div class="front-example-sentence-1">谷間に村がある。</div>	<div class="back-main-reading">たにま</div><div class="back-main-english">A valley/ravine</div><div class="back-example-sentence-1-reading">たにまにむらがある。</div><div class="back-example-sentence-1-english">There's a village in the valley.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">谷</div><div class="front-example-sentence-1">谷を越えて山道を進んだ。</div>	<div class="back-main-reading">たに</div><div class="back-main-english">A valley</div><div class="back-example-sentence-1-reading">たにをこえてやまみちをすすんだ。</div><div class="back-example-sentence-1-english">I crossed the valley and continued on the mountain path.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">谷川</div><div class="front-example-sentence-1">谷川の水はとても冷たかった。</div>	<div class="back-main-reading">たにがわ</div><div class="back-main-english">A mountain stream</div><div class="back-example-sentence-1-reading">たにがわのみずはとてもつめたかった。</div><div class="back-example-sentence-1-english">The mountain stream's water was very cold.</div>	kanji::w6 kanji::w6d4 jlpt::n2
<div class="front-main">財産</div><div class="front-example-sentence-1">祖父から財産を相続した。</div>	<div class="back-main-reading">ざいさん</div><div class="back-main-english">Property/fortune</div><div class="back-example-sentence-1-reading">そふからざいさんをそうぞくした。</div><div class="back-example-sentence-1-english">I inherited property from my grandfather.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">財布</div><div class="front-example-sentence-1">財布を落としてしまった。</div>	<div class="back-main-reading">さいふ</div><div class="back-main-english">A wallet/purse</div><div class="back-example-sentence-1-reading">さいふをおとしてしまった。</div><div class="back-example-sentence-1-english">I lost my wallet.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">文化財</div><div class="front-example-sentence-1">この寺は重要文化財に指定されている。</div>	<div class="back-main-reading">ぶんかざい</div><div class="back-main-english">Cultural property</div><div class="back-example-sentence-1-reading">このてらはじゅうようぶんかざいにしていされている。</div><div class="back-example-sentence-1-english">This temple is designated an important cultural property.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">観光</div><div class="front-example-sentence-1">京都を観光した。</div>	<div class="back-main-reading">かんこう</div><div class="back-main-english">Sightseeing</div><div class="back-example-sentence-1-reading">きょうとをかんこうした。</div><div class="back-example-sentence-1-english">I went sightseeing in Kyoto.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">観察</div><div class="front-example-sentence-1">昆虫の観察をした。</div>	<div class="back-main-reading">かんさつ</div><div class="back-main-english">Observation</div><div class="back-example-sentence-1-reading">こんちゅうのかんさつをした。</div><div class="back-example-sentence-1-english">I observed insects.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">観客</div><div class="front-example-sentence-1">観客が満員だった。</div>	<div class="back-main-reading">かんきゃく</div><div class="back-main-english">A spectator/audience</div><div class="back-example-sentence-1-reading">かんきゃくがまんいんだった。</div><div class="back-example-sentence-1-english">The audience filled the venue.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">観音</div><div class="front-example-sentence-1">観音像を拝んだ。</div>	<div class="back-main-reading">かんのん</div><div class="back-main-english">Kannon/the Buddhist Deity of Mercy</div><div class="back-example-sentence-1-reading">かんのんぞうをおがんだ。</div><div class="back-example-sentence-1-english">I prayed to the statue of Kannon.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">宝石</div><div class="front-example-sentence-1">誕生日に宝石をもらった。</div>	<div class="back-main-reading">ほうせき</div><div class="back-main-english">A jewel/gem</div><div class="back-example-sentence-1-reading">たんじょうびにほうせきをもらった。</div><div class="back-example-sentence-1-english">I received jewelry for my birthday.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">国宝</div><div class="front-example-sentence-1">この仏像は国宝だ。</div>	<div class="back-main-reading">こくほう</div><div class="back-main-english">A national treasure</div><div class="back-example-sentence-1-reading">このぶつぞうはこくほうだ。</div><div class="back-example-sentence-1-english">This statue of Buddha is a national treasure.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">宝物館</div><div class="front-example-sentence-1">神社の宝物館を見学した。</div>	<div class="back-main-reading">ほうもつかん</div><div class="back-main-english">A museum of treasures</div><div class="back-example-sentence-1-reading">じんじゃのほうもつかんをけんがくした。</div><div class="back-example-sentence-1-english">I toured the shrine's treasure museum.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">宝物</div><div class="front-example-sentence-1">亡き祖母の指輪は私の宝物だ。</div>	<div class="back-main-reading">たからもの</div><div class="back-main-english">Treasure</div><div class="back-example-sentence-1-reading">なきそぼのゆびわはわたしのたからものだ。</div><div class="back-example-sentence-1-english">My late grandmother's ring is my treasure.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">仏教</div><div class="front-example-sentence-1">仏教の歴史を学んでいる。</div>	<div class="back-main-reading">ぶっきょう</div><div class="back-main-english">Buddhism</div><div class="back-example-sentence-1-reading">ぶっきょうのれきしをまなんでいる。</div><div class="back-example-sentence-1-english">I'm studying the history of Buddhism.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">仏</div><div class="front-example-sentence-1">亡くなった父はもう仏になった。</div>	<div class="back-main-reading">ほとけ</div><div class="back-main-english">Buddha/deceased person</div><div class="back-example-sentence-1-reading">なくなったちちはもうほとけになった。</div><div class="back-example-sentence-1-english">My deceased father has become a Buddha.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">仏像</div><div class="front-example-sentence-1">寺で古い仏像を見た。</div>	<div class="back-main-reading">ぶつぞう</div><div class="back-main-english">A statue of Buddha</div><div class="back-example-sentence-1-reading">てらでふるいぶつぞうをみた。</div><div class="back-example-sentence-1-english">I saw an old Buddha statue at the temple.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">日仏</div><div class="front-example-sentence-1">日仏の文化交流が盛んだ。</div>	<div class="back-main-reading">にちぶつ</div><div class="back-main-english">Japan and France</div><div class="back-example-sentence-1-reading">にちぶつのぶんかこうりゅうがさかんだ。</div><div class="back-example-sentence-1-english">Japan-France cultural exchange is thriving.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">国王</div><div class="front-example-sentence-1">その国の国王が来日した。</div>	<div class="back-main-reading">こくおう</div><div class="back-main-english">A king</div><div class="back-example-sentence-1-reading">そのくにのこくおうがらいにちした。</div><div class="back-example-sentence-1-english">The king of that country visited Japan.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">王女</div><div class="front-example-sentence-1">王女は美しいドレスを着ていた。</div>	<div class="back-main-reading">おうじょ</div><div class="back-main-english">A princess</div><div class="back-example-sentence-1-reading">おうじょはうつくしいドレスをきていた。</div><div class="back-example-sentence-1-english">The princess wore a beautiful dress.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">王子</div><div class="front-example-sentence-1">あの国には3人の王子がいる。</div>	<div class="back-main-reading">おうじ</div><div class="back-main-english">A prince</div><div class="back-example-sentence-1-reading">あのくにには3にんのおうじがいる。</div><div class="back-example-sentence-1-english">That country has three princes.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">女王</div><div class="front-example-sentence-1">女王が国民に演説した。</div>	<div class="back-main-reading">じょおう</div><div class="back-main-english">A queen</div><div class="back-example-sentence-1-reading">じょおうがこくみんにえんぜつした。</div><div class="back-example-sentence-1-english">The queen gave a speech to the people.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">銅</div><div class="front-example-sentence-1">このやかんは銅でできている。</div>	<div class="back-main-reading">どう</div><div class="back-main-english">Copper/bronze</div><div class="back-example-sentence-1-reading">このやかんはどうでできている。</div><div class="back-example-sentence-1-english">This kettle is made of copper.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">銅像</div><div class="front-example-sentence-1">駅前に銅像が立っている。</div>	<div class="back-main-reading">どうぞう</div><div class="back-main-english">A bronze statue</div><div class="back-example-sentence-1-reading">えきまえにどうぞうがたっている。</div><div class="back-example-sentence-1-english">A bronze statue stands in front of the station.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">塔</div><div class="front-example-sentence-1">遠くに高い塔が見えた。</div>	<div class="back-main-reading">とう</div><div class="back-main-english">A tower/pagoda</div><div class="back-example-sentence-1-reading">とおくにたかいとうがみえた。</div><div class="back-example-sentence-1-english">I could see a tall tower in the distance.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">五重の塔</div><div class="front-example-sentence-1">五重の塔を見に奈良へ行った。</div>	<div class="back-main-reading">ごじゅうのとう</div><div class="back-main-english">A five-storied pagoda</div><div class="back-example-sentence-1-reading">ごじゅうのとうをみにならへいった。</div><div class="back-example-sentence-1-english">I went to Nara to see the five-storied pagoda.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">絵</div><div class="front-example-sentence-1">娘は絵を描くのが好きだ。</div>	<div class="back-main-reading">え</div><div class="back-main-english">A picture</div><div class="back-example-sentence-1-reading">むすめはえをかくのがすきだ。</div><div class="back-example-sentence-1-english">My daughter likes drawing pictures.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">絵画</div><div class="front-example-sentence-1">美術館で絵画を鑑賞した。</div>	<div class="back-main-reading">かいが</div><div class="back-main-english">A painting</div><div class="back-example-sentence-1-reading">びじゅつかんでかいがをかんしょうした。</div><div class="back-example-sentence-1-english">I admired paintings at the art museum.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">絵の具</div><div class="front-example-sentence-1">絵の具で色を塗った。</div>	<div class="back-main-reading">えのぐ</div><div class="back-main-english">Paints/colors</div><div class="back-example-sentence-1-reading">えのぐでいろをぬった。</div><div class="back-example-sentence-1-english">I painted with watercolors.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">略す</div><div class="front-example-sentence-1">長い名前を略して呼ぶ。</div>	<div class="back-main-reading">りゃくす</div><div class="back-main-english">Abbreviate</div><div class="back-example-sentence-1-reading">ながいなまえをりゃくしてよぶ。</div><div class="back-example-sentence-1-english">I abbreviate the long name when calling it.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">略歴</div><div class="front-example-sentence-1">履歴書に略歴を書いた。</div>	<div class="back-main-reading">りゃくれき</div><div class="back-main-english">A profile</div><div class="back-example-sentence-1-reading">りれきしょにりゃくれきをかいた。</div><div class="back-example-sentence-1-english">I wrote a brief profile on my resume.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">順</div><div class="front-example-sentence-1">名前の順に並んだ。</div>	<div class="back-main-reading">じゅん</div><div class="back-main-english">Order</div><div class="back-example-sentence-1-reading">なまえのじゅんにならんだ。</div><div class="back-example-sentence-1-english">We lined up in order of name.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">順番</div><div class="front-example-sentence-1">順番を待っている。</div>	<div class="back-main-reading">じゅんばん</div><div class="back-main-english">A turn/order</div><div class="back-example-sentence-1-reading">じゅんばんをまっている。</div><div class="back-example-sentence-1-english">I'm waiting for my turn.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">順路</div><div class="front-example-sentence-1">美術館の順路に従って進んだ。</div>	<div class="back-main-reading">じゅんろ</div><div class="back-main-english">A route</div><div class="back-example-sentence-1-reading">びじゅつかんのじゅんろにしたがってすすんだ。</div><div class="back-example-sentence-1-english">I proceeded following the museum's designated route.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">順調</div><div class="front-example-sentence-1">仕事は順調に進んでいる。</div>	<div class="back-main-reading">じゅんちょう</div><div class="back-main-english">Smooth/favorable</div><div class="back-example-sentence-1-reading">しごとはじゅんちょうにすすんでいる。</div><div class="back-example-sentence-1-english">Work is progressing smoothly.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">出版</div><div class="front-example-sentence-1">新しい本を出版した。</div>	<div class="back-main-reading">しゅっぱん</div><div class="back-main-english">A publication</div><div class="back-example-sentence-1-reading">あたらしいほんをしゅっぱんした。</div><div class="back-example-sentence-1-english">I published a new book.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">出版社</div><div class="front-example-sentence-1">出版社に原稿を送った。</div>	<div class="back-main-reading">しゅっぱんしゃ</div><div class="back-main-english">A publishing company</div><div class="back-example-sentence-1-reading">しゅっぱんしゃにげんこうをおくった。</div><div class="back-example-sentence-1-english">I sent the manuscript to the publisher.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">版画</div><div class="front-example-sentence-1">版画の展示会を見に行った。</div>	<div class="back-main-reading">はんが</div><div class="back-main-english">A print/an engraving</div><div class="back-example-sentence-1-reading">はんがのてんじかいをみにいった。</div><div class="back-example-sentence-1-english">I went to see a print exhibition.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">芸能</div><div class="front-example-sentence-1">芸能界のニュースを見た。</div>	<div class="back-main-reading">げいのう</div><div class="back-main-english">Public entertainments</div><div class="back-example-sentence-1-reading">げいのうかいのニュースをみた。</div><div class="back-example-sentence-1-english">I watched news from the entertainment world.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">工芸</div><div class="front-example-sentence-1">日本の伝統工芸を学んだ。</div>	<div class="back-main-reading">こうげい</div><div class="back-main-english">Industrial arts</div><div class="back-example-sentence-1-reading">にほんのでんとうこうげいをまなんだ。</div><div class="back-example-sentence-1-english">I learned about traditional Japanese crafts.</div>	kanji::w6 kanji::w6d5 jlpt::n2
<div class="front-main">園芸</div><div class="front-example-sentence-1">趣味は園芸です。</div>	<div class="back-main-reading">えんげい</div><div class="back-main-english">Gardening</div><div class="back-example-sentence-1-reading">しゅみはえんげいです。</div><div class="back-example-sentence-1-english">My hobby is gardening.</div>	kanji::w6 kanji::w6d5 jlpt::n2
